subj,ability,face,fame,angle,trial,rt,acc,sq,s001,s002,s003,s004,s005,s006,s007,s008,s009,s010,s011,s012,s013,s014,s015
S17,super,F03,famous,A,131,1035,TRUE,s013,0.12774,-0.39902,-0.099019,-0.1933,0.16667,0.23905,-0.23709,0.010093,0.28125,0.031935,-0.2714,-0.25425,<undefined>,-0.14379,-0.019724
S90,super,F03,famous,A,10,766,TRUE,s014,0.088235,0.33981,0.77583,0.40441,-0.15829,0.01433,0.32288,-0.16133,-0.22855,-0.029412,0.57692,0.5286,-0.14379,<undefined>,-0.18161
S91,super,F03,famous,A,129,1076,TRUE,s015,0.0803,-0.52649,-0.24486,-0.31221,0.16667,0.33333,-0.43872,0.14286,0.16667,0.044118,-0.368,-0.45098,-0.019724,-0.18161,<undefined>
S01,super,F03,famous,B,103,1000,TRUE,s001,<undefined>,0.25,0.675,-0.049264,-0.29853,0.175,0.55,0.76087,-0.087132,-0.18343,0.25035,0.012868,-0.062132,0.425,0.76087
S02,super,F03,famous,B,30,782,TRUE,s002,0.25,<undefined>,0.38235,0.14706,-0.21783,0.625,0.5,0.15217,0.18421,-0.27273,0.21429,0.45833,0.05,0.43333,0.15217
S03,super,F03,famous,B,12,1021,TRUE,s003,0.675,0.38235,<undefined>,0.099194,-0.28734,0.29412,0.55882,0.6087,0.048891,-0.27629,0.37757,0.10337,0.025,0.58824,0.6087
S04,super,F03,famous,B,71,1016,TRUE,s004,-0.049264,0.14706,0.099194,<undefined>,0.28489,0.058824,-0.019319,0.0043698,0.26316,-0.17045,-0.042833,0.24539,-0.016421,0.064736,-0.057118
S07,super,F03,famous,B,15,1020,TRUE,s005,-0.29853,-0.21783,-0.28734,0.28489,<undefined>,-0.31158,-0.25888,-0.26332,0.21504,-0.041555,-0.32785,0.089308,-0.14142,-0.22763,-0.32481
S09,super,F03,famous,B,116,687,TRUE,s006,0.175,0.625,0.29412,0.058824,-0.31158,<undefined>,0.46429,0.086957,-0.052632,-0.32955,0.14286,0.41689,-0.175,0.4,0.086957
S10,super,F03,famous,B,85,688,TRUE,s007,0.55,0.5,0.55882,-0.019319,-0.25888,0.46429,<undefined>,0.41304,-0.078947,-0.21396,0.2619,0.23267,-0.14142,0.5781,0.41304
S11,super,F03,famous,B,3,1145,TRUE,s008,0.76087,0.15217,0.6087,0.0043698,-0.26332,0.086957,0.41304,<undefined>,-0.021099,-0.20031,0.23977,0.0074597,-0.021739,0.30435,0.93851
S12,super,F03,famous,B,56,928,TRUE,s009,-0.087132,0.18421,0.048891,0.26316,0.21504,-0.052632,-0.078947,-0.021099,<undefined>,-0.11169,-0.078898,0.052632,0.28358,-0.10526,-0.039108
S13,super,F03,famous,B,57,2154,TRUE,s010,-0.18343,-0.27273,-0.27629,-0.17045,-0.041555,-0.32955,-0.21396,-0.20031,-0.11169,<undefined>,-0.10779,-0.26688,-0.28214,-0.28961,-0.187
S14,super,F03,famous,B,133,1159,TRUE,s011,0.25035,0.21429,0.37757,-0.042833,-0.32785,0.14286,0.2619,0.23977,-0.078898,-0.10779,<undefined>,-0.011554,-0.2619,0.2381,0.2143
S15,super,F03,famous,B,58,687,TRUE,s012,0.012868,0.45833,0.10337,0.24539,0.089308,0.41689,0.23267,0.0074597,0.052632,-0.26688,-0.011554,<undefined>,-0.095711,0.31716,-0.054028
S17,super,F03,famous,B,75,1256,TRUE,s013,-0.062132,0.05,0.025,-0.016421,-0.14142,-0.175,-0.14142,-0.021739,0.28358,-0.28214,-0.2619,-0.095711,<undefined>,-0.066421,-0.021739
S90,super,F03,famous,B,29,861,TRUE,s014,0.425,0.43333,0.58824,0.064736,-0.22763,0.4,0.5781,0.30435,-0.10526,-0.28961,0.2381,0.31716,-0.066421,<undefined>,0.30435
S91,super,F03,famous,B,63,1129,TRUE,s015,0.76087,0.15217,0.6087,-0.057118,-0.32481,0.086957,0.41304,0.93851,-0.039108,-0.187,0.2143,-0.054028,-0.021739,0.30435,<undefined>
S01,super,F03,famous,C,77,1061,TRUE,s001,<undefined>,0.095238,0.22654,0.41013,-0.094537,0.071429,0.35714,0.78571,-0.38025,-0.24665,0.30205,0.15511,0.046124,0.29388,-0.1875
S02,super,F03,famous,C,75,594,TRUE,s002,0.095238,<undefined>,0.46154,0.020833,0.10714,0.29167,0.54167,0.125,-0.38137,-0.21667,0.33333,0.54167,-0.15909,0.46154,-0.1875
S03,super,F03,famous,C,84,837,TRUE,s003,0.22654,0.46154,<undefined>,0.13572,-0.023459,0.26923,0.66704,0.26287,-0.37802,-0.25,0.43905,0.88462,-0.041555,0.89121,-0.020833
S04,super,F03,famous,C,41,1543,TRUE,s004,0.41013,0.020833,0.13572,<undefined>,-0.16963,0,0.25,0.45833,-0.46426,-0.16332,0.15298,0.073223,-0.26726,0.19465,-0.33211
S07,super,F03,famous,C,106,928,TRUE,s005,-0.094537,0.10714,-0.023459,-0.16963,<undefined>,-0.0050763,0.095939,-0.074264,0,-0.027614,-0.049509,-0.029587,0.07988,0.018383,-0.25296
S09,super,F03,famous,C,23,758,TRUE,s006,0.071429,0.29167,0.26923,0,-0.0050763,<undefined>,0.5,0.1,-0.2214,-0.13333,0.23333,0.25,0.0077988,0.34615,0
S10,super,F03,famous,C,148,589,TRUE,s007,0.35714,0.54167,0.66704,0.25,0.095939,0.5,<undefined>,0.4,-0.42851,-0.19428,0.60572,0.64645,-0.045455,0.77583,-0.16667
S11,super,F03,famous,C,157,985,TRUE,s008,0.78571,0.125,0.26287,0.45833,-0.074264,0.1,0.4,<undefined>,-0.45711,-0.1714,0.34216,0.18787,-0.014259,0.33358,-0.13807
S12,super,F03,famous,C,151,679,TRUE,s009,-0.38025,-0.38137,-0.37802,-0.46426,0,-0.2214,-0.42851,-0.45711,<undefined>,0,-0.065685,-0.36785,0.053253,-0.43401,-0.125
S13,super,F03,famous,C,80,1537,TRUE,s010,-0.24665,-0.21667,-0.25,-0.16332,-0.027614,-0.13333,-0.19428,-0.1714,0,<undefined>,0.0028595,-0.26667,-0.063316,-0.23047,0.31953
S14,super,F03,famous,C,58,717,TRUE,s011,0.30205,0.33333,0.43905,0.15298,-0.049509,0.23333,0.60572,0.34216,-0.065685,0.0028595,<undefined>,0.3781,-0.12467,0.53333,-0.15594
S15,super,F03,famous,C,17,963,TRUE,s012,0.15511,0.54167,0.88462,0.073223,-0.029587,0.25,0.64645,0.18787,-0.36785,-0.26667,0.3781,<undefined>,-0.045455,0.77583,-0.041667
S17,super,F03,famous,C,90,1153,TRUE,s013,0.046124,-0.15909,-0.041555,-0.26726,0.07988,0.0077988,-0.045455,-0.014259,0.053253,-0.063316,-0.12467,-0.045455,<undefined>,-0.041555,-0.13511
S90,super,F03,famous,C,101,900,TRUE,s014,0.29388,0.46154,0.89121,0.19465,0.018383,0.34615,0.77583,0.33358,-0.43401,-0.23047,0.53333,0.77583,-0.041555,<undefined>,-0.0625
S91,super,F03,famous,C,160,1344,TRUE,s015,-0.1875,-0.1875,-0.020833,-0.33211,-0.25296,0,-0.16667,-0.13807,-0.125,0.31953,-0.15594,-0.041667,-0.13511,-0.0625,<undefined>
S01,super,F03,famous,D,42,1926,TRUE,s001,<undefined>,-0.099067,0.048387,-0.18754,-0.066334,0.096774,0.27419,0.51562,-0.21474,-0.082931,0.43596,0.0083019,0.12903,0.16129,-0.10871
S02,super,F03,famous,D,51,781,TRUE,s002,-0.099067,<undefined>,0.26226,0.53125,0.21191,0.15211,0.1905,-0.023208,0.30769,-0.20896,0.22222,0.26226,0.19048,0.3286,0.19561
S03,super,F03,famous,D,140,839,TRUE,s003,0.048387,0.26226,<undefined>,0.24556,-0.125,0.33362,0.44444,0.03125,0.0061276,-0.24627,0.12963,0.47041,0.35714,0.56667,-0.16318
S04,super,F03,famous,D,99,983,TRUE,s004,-0.18754,0.53125,0.24556,<undefined>,0.25,0.084055,0.0055836,-0.10892,0.34375,-0.18657,0.17302,-0.041053,0.20273,0.026808,0.26923
S07,super,F03,famous,D,60,1435,TRUE,s005,-0.066334,0.21191,-0.125,0.25,<undefined>,0.020833,-0.034518,0.1777,0.10417,-0.13049,0.42329,-0.034518,-0.068422,0.11132,0.30769
S09,super,F03,famous,D,108,1000,TRUE,s006,0.096774,0.15211,0.33362,0.084055,0.020833,<undefined>,0.41667,0.078125,0.21093,-0.22388,0.18519,0.38235,0.13947,0.41176,-0.060426
S10,super,F03,famous,D,39,868,TRUE,s007,0.27419,0.1905,0.44444,0.0055836,-0.034518,0.41667,<undefined>,0.21117,-0.0087141,-0.097015,0.34287,0.37541,0.21429,0.63889,-0.12745
S11,super,F03,famous,D,83,1743,TRUE,s008,0.51562,-0.023208,0.03125,-0.10892,0.1777,0.078125,0.21117,<undefined>,-0.19776,-0.14541,0.4326,-0.0075825,0.10938,0.20312,-0.12408
S12,super,F03,famous,D,139,676,TRUE,s009,-0.21474,0.30769,0.0061276,0.34375,0.10417,0.21093,-0.0087141,-0.19776,<undefined>,-0.28358,0.037037,0.22041,-0.047619,0.089543,0.057692
S13,super,F03,famous,D,44,3479,TRUE,s010,-0.082931,-0.20896,-0.24627,-0.18657,-0.13049,-0.22388,-0.097015,-0.14541,-0.28358,<undefined>,0.023668,-0.20149,-0.20896,-0.19403,0.039874
S14,super,F03,famous,D,51,1310,TRUE,s011,0.43596,0.22222,0.12963,0.17302,0.42329,0.18519,0.34287,0.4326,0.037037,0.023668,<undefined>,0.24074,0.1762,0.33333,0.15505
S15,super,F03,famous,D,50,836,TRUE,s012,0.0083019,0.26226,0.47041,-0.041053,-0.034518,0.38235,0.37541,-0.0075825,0.22041,-0.20149,0.24074,<undefined>,0.21429,0.51144,-0.16318
S17,super,F03,famous,D,68,1228,TRUE,s013,0.12903,0.19048,0.35714,0.20273,-0.068422,0.13947,0.21429,0.10938,-0.047619,-0.20896,0.1762,0.21429,<undefined>,0.24627,-0.11482
S90,super,F03,famous,D,158,880,TRUE,s014,0.16129,0.3286,0.56667,0.026808,0.11132,0.41176,0.63889,0.20312,0.089543,-0.19403,0.33333,0.51144,0.24627,<undefined>,-0.11482
S91,super,F03,famous,D,91,1558,TRUE,s015,-0.10871,0.19561,-0.16318,0.26923,0.30769,-0.060426,-0.12745,-0.12408,0.057692,0.039874,0.15505,-0.16318,-0.11482,-0.11482,<undefined>
S01,super,F04,famous,A,91,1150,TRUE,s001,<undefined>,0.325,0.18787,0.15,-0.19571,0.175,0.55,0.65,-0.20355,-0.32782,0.42929,-0.032843,-0.39926,0.25,-0.19424
S02,super,F04,famous,A,10,771,TRUE,s002,0.325,<undefined>,0.57692,0.14898,-0.2681,0.30769,0.53571,0.30556,-0.33158,-0.32298,0.31786,0.018383,-0.36569,0.34615,-0.25787
S03,super,F04,famous,A,109,767,TRUE,s003,0.18787,0.57692,<undefined>,0.14286,-0.22964,0.26923,0.48267,0.2643,-0.20711,-0.20711,0.32322,-0.046918,-0.18758,0.5,-0.19698
S04,super,F04,famous,A,37,862,TRUE,s004,0.15,0.14898,0.14286,<undefined>,-0.10714,0.39286,0.33981,0.23175,-0.20203,-0.43886,0.5,0.1847,-0.33235,0.44083,-0.36765
S07,super,F04,famous,A,133,886,TRUE,s005,-0.19571,-0.2681,-0.22964,-0.10714,<undefined>,0.24397,-0.28466,-0.25395,0.46429,-0.14284,0.13036,-0.035714,0.33333,-0.36482,-0.42105
S09,super,F04,famous,A,141,753,TRUE,s006,0.175,0.30769,0.26923,0.39286,0.24397,<undefined>,0.37553,0.25953,0.047969,-0.27696,0.53125,0.47654,-0.13807,0.26923,-0.23233
S10,super,F04,famous,A,44,663,TRUE,s007,0.55,0.53571,0.48267,0.33981,-0.28466,0.37553,<undefined>,0.66667,-0.29587,-0.49836,0.54733,0.049021,-0.53709,0.57143,-0.15712
S11,super,F04,famous,A,115,888,TRUE,s008,0.65,0.30556,0.2643,0.23175,-0.25395,0.25953,0.66667,<undefined>,-0.26266,-0.53091,0.51906,0.0055836,-0.48012,0.33333,-0.16989
S12,super,F04,famous,A,86,661,TRUE,s009,-0.20355,-0.33158,-0.20711,-0.20203,0.46429,0.047969,-0.29587,-0.26266,<undefined>,0.22222,-0.025888,0.1847,0.5,-0.43365,-0.13158
S13,super,F04,famous,A,144,895,TRUE,s010,-0.32782,-0.32298,-0.20711,-0.43886,-0.14284,-0.27696,-0.49836,-0.53091,0.22222,<undefined>,-0.35635,-0.059504,0.14842,-0.54044,-0.021026
S14,super,F04,famous,A,42,782,TRUE,s011,0.42929,0.31786,0.32322,0.5,0.13036,0.53125,0.54733,0.51906,-0.025888,-0.35635,<undefined>,0.24556,-0.21247,0.375,-0.30224
S15,super,F04,famous,A,146,866,TRUE,s012,-0.032843,0.018383,-0.046918,0.1847,-0.035714,0.47654,0.049021,0.0055836,0.1847,-0.059504,0.24556,<undefined>,0.05621,-0.046918,0.0045151
S17,super,F04,famous,A,123,1044,TRUE,s013,-0.39926,-0.36569,-0.18758,-0.33235,0.33333,-0.13807,-0.53709,-0.48012,0.5,0.14842,-0.21247,0.05621,<undefined>,-0.54853,-0.41202
S90,super,F04,famous,A,151,792,TRUE,s014,0.25,0.34615,0.5,0.44083,-0.36482,0.26923,0.57143,0.33333,-0.43365,-0.54044,0.375,-0.046918,-0.54853,<undefined>,-0.25864
S91,super,F04,famous,A,7,1131,TRUE,s015,-0.19424,-0.25787,-0.19698,-0.36765,-0.42105,-0.23233,-0.15712,-0.16989,-0.13158,-0.021026,-0.30224,0.0045151,-0.41202,-0.25864,<undefined>
S01,super,F04,famous,B,61,1257,TRUE,s001,<undefined>,0.07988,0.27273,0.18572,-0.068182,-0.033756,0.045455,0.20455,0.22014,-0.011029,-0.060383,0.16299,-0.11427,0.22727,-0.13959
S02,super,F04,famous,B,69,655,TRUE,s002,0.07988,<undefined>,0.35207,0.1,-0.065301,0.67857,0.42857,-0.21006,-0.053777,-0.10553,-0.035714,0.25613,-0.12162,0.33981,0.0055836
S03,super,F04,famous,B,141,855,TRUE,s003,0.27273,0.35207,<undefined>,0.16667,-0.12447,0.27451,0.5,-0.25879,0.0008658,-0.34123,0.07248,0.64286,-0.23165,0.78571,-0.04044
S04,super,F04,famous,B,102,929,TRUE,s004,0.18572,0.1,0.16667,<undefined>,-0.14951,0.066667,0.1,-0.35712,-0.097462,-0.43409,0.0067003,0.23333,-0.2973,0.23333,-0.13331
S07,super,F04,famous,B,127,648,TRUE,s005,-0.068182,-0.065301,-0.12447,-0.14951,<undefined>,-0.12856,-0.061887,0.17647,0.29412,0.027778,-0.23077,-0.061887,-0.28147,-0.061887,-0.19444
S09,super,F04,famous,B,102,718,TRUE,s006,-0.033756,0.67857,0.27451,0.066667,-0.12856,<undefined>,0.54167,-0.27393,-0.17647,-0.18886,-0.076923,0.35478,-0.13514,0.4036,-0.054738
S10,super,F04,famous,B,153,570,TRUE,s007,0.045455,0.42857,0.5,0.1,-0.061887,0.54167,<undefined>,-0.033592,-0.14706,-0.12854,-0.03073,0.59763,-0.22973,0.66667,-0.11506
S11,super,F04,famous,B,96,830,TRUE,s008,0.20455,-0.21006,-0.25879,-0.35712,0.17647,-0.27393,-0.033592,<undefined>,0.35294,0.30556,-0.47059,-0.31762,0,-0.26889,-0.43015
S12,super,F04,famous,B,30,817,TRUE,s009,0.22014,-0.053777,0.0008658,-0.097462,0.29412,-0.17647,-0.14706,0.35294,<undefined>,0.027778,-0.17647,-0.078143,-0.033585,-0.0092267,-0.12936
S13,super,F04,famous,B,104,891,TRUE,s010,-0.011029,-0.10553,-0.34123,-0.43409,0.027778,-0.18886,-0.12854,0.30556,0.027778,<undefined>,0.046841,-0.39679,-0.040541,-0.35076,0.1762
S14,super,F04,famous,B,117,774,TRUE,s011,-0.060383,-0.035714,0.07248,0.0067003,-0.23077,-0.076923,-0.03073,-0.47059,-0.17647,0.046841,<undefined>,0.26376,-0.24516,0.10992,0.25953
S15,super,F04,famous,B,36,712,TRUE,s012,0.16299,0.25613,0.64286,0.23333,-0.061887,0.35478,0.59763,-0.31762,-0.078143,-0.39679,0.26376,<undefined>,-0.25212,0.83333,-0.11506
S17,super,F04,famous,B,5,2050,TRUE,s013,-0.11427,-0.12162,-0.23165,-0.2973,-0.28147,-0.13514,-0.22973,0,-0.033585,-0.040541,-0.24516,-0.25212,<undefined>,-0.23629,-0.12354
S90,super,F04,famous,B,34,778,TRUE,s014,0.22727,0.33981,0.78571,0.23333,-0.061887,0.4036,0.66667,-0.26889,-0.0092267,-0.35076,0.10992,0.83333,-0.23629,<undefined>,-0.049972
S91,super,F04,famous,B,95,1308,TRUE,s015,-0.13959,0.0055836,-0.04044,-0.13331,-0.19444,-0.054738,-0.11506,-0.43015,-0.12936,0.1762,0.25953,-0.11506,-0.12354,-0.049972,<undefined>
S01,super,F04,famous,C,30,777,TRUE,s001,<undefined>,0.45127,0.77778,0.45,-0.019607,0.64286,0.71875,0.76316,-0.10948,-0.19861,0.73529,0.46875,0.035714,0.34,0.022575
S02,super,F04,famous,C,136,804,TRUE,s002,0.45127,<undefined>,0.56985,0.125,0.10842,0.27416,0.41176,0.35565,-0.031726,-0.23363,0.69161,0.41176,0.074492,0.27029,0
S03,super,F04,famous,C,64,1055,TRUE,s003,0.77778,0.56985,<undefined>,0.4,0.028595,0.64286,0.58333,0.76316,-0.19757,-0.24976,0.86111,0.47222,0.027049,0.5,0.097008
S04,super,F04,famous,C,75,1170,TRUE,s004,0.45,0.125,0.4,<undefined>,-0.14497,0.48028,0.375,0.525,-0.34497,-0.12073,0.325,0.30429,-0.17857,0.26,-0.1114
S07,super,F04,famous,C,17,898,TRUE,s005,-0.019607,0.10842,0.028595,-0.14497,<undefined>,-0.13399,0.084735,-0.095458,-0.4119,-0.048387,0.084055,0.18575,0,-0.062843,0.3203
S09,super,F04,famous,C,43,1180,TRUE,s006,0.64286,0.27416,0.64286,0.48028,-0.13399,<undefined>,0.42857,0.85714,-0.15709,-0.15251,0.52381,0.2381,0.071954,0.48,-0.014938
S10,super,F04,famous,C,60,610,TRUE,s007,0.71875,0.41176,0.58333,0.375,0.084735,0.42857,<undefined>,0.52632,-0.12377,-0.20691,0.64706,0.69231,-0.017857,0.28,0.0090302
S11,super,F04,famous,C,146,915,TRUE,s008,0.76316,0.35565,0.76316,0.525,-0.095458,0.85714,0.52632,<undefined>,-0.121,-0.19031,0.63158,0.31579,0.074492,0.4,0.036121
S12,super,F04,famous,C,89,864,TRUE,s009,-0.10948,-0.031726,-0.19757,-0.34497,-0.4119,-0.15709,-0.12377,-0.121,<undefined>,0.14516,-0.23488,-0.18886,0.17857,-0.32912,-0.37668
S13,super,F04,famous,C,78,1585,TRUE,s010,-0.19861,-0.23363,-0.24976,-0.12073,-0.048387,-0.15251,-0.20691,-0.19031,0.14516,<undefined>,-0.27143,-0.25806,0.27419,-0.23593,-0.04562
S14,super,F04,famous,C,50,827,TRUE,s011,0.73529,0.69161,0.86111,0.325,0.084055,0.52381,0.64706,0.63158,-0.23488,-0.27143,<undefined>,0.52941,0.059699,0.48,0.11429
S15,super,F04,famous,C,75,785,TRUE,s012,0.46875,0.41176,0.47222,0.30429,0.18575,0.2381,0.69231,0.31579,-0.18886,-0.25806,0.52941,<undefined>,-0.089286,0.28,0.0090302
S17,super,F04,famous,C,145,1573,TRUE,s013,0.035714,0.074492,0.027049,-0.17857,0,0.071954,-0.017857,0.074492,0.17857,0.27419,0.059699,-0.089286,<undefined>,-0.0081401,-0.083158
S90,super,F04,famous,C,70,1238,TRUE,s014,0.34,0.27029,0.5,0.26,-0.062843,0.48,0.28,0.4,-0.32912,-0.23593,0.48,0.28,-0.0081401,<undefined>,-0.042843
S91,super,F04,famous,C,14,1189,TRUE,s015,0.022575,0,0.097008,-0.1114,0.3203,-0.014938,0.0090302,0.036121,-0.37668,-0.04562,0.11429,0.0090302,-0.083158,-0.042843,<undefined>
S01,super,F04,famous,D,148,1199,TRUE,s001,<undefined>,0.375,0.20833,0.059539,-0.22498,0.3125,0.3125,-0.093443,0.090482,-0.095791,0.26072,0.3125,-0.375,0.25,0.7
S02,super,F04,famous,D,157,678,TRUE,s002,0.375,<undefined>,0.71429,0.2748,-0.24282,0.89286,0.89286,0.099112,0.51226,-0.060848,0.55882,0.89286,-0.28571,0.78571,0.34
S03,super,F04,famous,D,93,842,TRUE,s003,0.20833,0.71429,<undefined>,0.4269,-0.33158,0.67857,0.67857,-0.125,0.42857,-0.16272,0.32353,0.67857,-0.28571,0.64286,0.18
S04,super,F04,famous,D,57,1073,TRUE,s004,0.059539,0.2748,0.4269,<undefined>,0.10337,0.26975,0.26975,-0.029412,0.14706,-0.177,0.41176,0.26975,-0.32353,0.26471,0.053726
S07,super,F04,famous,D,39,889,TRUE,s005,-0.22498,-0.24282,-0.33158,0.10337,<undefined>,-0.22304,-0.22304,-0.020527,-0.2879,-0.25341,0.034458,-0.22304,-0.42308,-0.22964,-0.33941
S09,super,F04,famous,D,16,761,TRUE,s006,0.3125,0.89286,0.67857,0.26975,-0.22304,<undefined>,1,0.09375,0.59012,-0.064577,0.52941,1,-0.26923,0.88462,0.28
S10,super,F04,famous,D,144,629,TRUE,s007,0.3125,0.89286,0.67857,0.26975,-0.22304,1,<undefined>,0.09375,0.59012,-0.064577,0.52941,1,-0.26923,0.88462,0.28
S11,super,F04,famous,D,121,798,TRUE,s008,-0.093443,0.099112,-0.125,-0.029412,-0.020527,0.09375,0.09375,<undefined>,0.125,0.090686,0.18152,0.09375,-0.3125,0.0625,-0.10971
S12,super,F04,famous,D,92,682,TRUE,s009,0.090482,0.51226,0.42857,0.14706,-0.2879,0.59012,0.59012,0.125,<undefined>,-0.075767,0.29916,0.59012,-0.25,0.68096,0.066863
S13,super,F04,famous,D,102,1126,TRUE,s010,-0.095791,-0.060848,-0.16272,-0.177,-0.25341,-0.064577,-0.064577,0.090686,-0.075767,<undefined>,-0.046568,-0.064577,-0.36957,-0.068307,-0.11196
S14,super,F04,famous,D,46,805,TRUE,s011,0.26072,0.55882,0.32353,0.41176,0.034458,0.52941,0.52941,0.18152,0.29916,-0.046568,<undefined>,0.52941,-0.32353,0.5,0.24686
S15,super,F04,famous,D,67,820,TRUE,s012,0.3125,0.89286,0.67857,0.26975,-0.22304,1,1,0.09375,0.59012,-0.064577,0.52941,<undefined>,-0.26923,0.88462,0.28
S17,super,F04,famous,D,15,1385,TRUE,s013,-0.375,-0.28571,-0.28571,-0.32353,-0.42308,-0.26923,-0.26923,-0.3125,-0.25,-0.36957,-0.32353,-0.26923,<undefined>,-0.25,-0.38
S90,super,F04,famous,D,22,900,TRUE,s014,0.25,0.78571,0.64286,0.26471,-0.22964,0.88462,0.88462,0.0625,0.68096,-0.068307,0.5,0.88462,-0.25,<undefined>,0.22
S91,super,F04,famous,D,74,1216,TRUE,s015,0.7,0.34,0.18,0.053726,-0.33941,0.28,0.28,-0.10971,0.066863,-0.11196,0.24686,0.28,-0.38,0.22,<undefined>
S01,super,F05,famous,A,33,837,TRUE,s001,<undefined>,0.575,0.47059,0.39365,0.073962,0.36303,0.47619,0.32692,-0.26889,-0.26403,0.70588,0.015139,-0.27276,0.61765,0.16071
S02,super,F05,famous,A,23,1106,TRUE,s002,0.575,<undefined>,0.425,0.63787,0.05,0.42145,0.59524,0.52253,-0.13284,-0.298,0.625,-0.062132,-0.16526,0.47929,0.28571
S03,super,F05,famous,A,123,853,TRUE,s003,0.47059,0.425,<undefined>,0.36111,0.16697,0.50505,0.57143,0.21154,-0.026633,-0.25566,0.73333,0.23333,-0.16935,0.7,0.30357
S04,super,F05,famous,A,18,1115,TRUE,s004,0.39365,0.63787,0.36111,<undefined>,0.11111,0.4262,0.32586,0.24397,0.14365,-0.30392,0.5143,-0.01348,0.05649,0.47699,0.11327
S07,super,F05,famous,A,78,1009,TRUE,s005,0.073962,0.05,0.16697,0.11111,<undefined>,0.06387,0.012255,-0.20824,0.375,-0.28127,-0.083027,-0.1875,0.11905,-0.088388,-0.10102
S09,super,F05,famous,A,130,1046,TRUE,s006,0.36303,0.42145,0.50505,0.4262,0.06387,<undefined>,0.32178,0.13188,-0.029412,-0.063049,0.40758,0.049597,-0.034663,0.36808,0.13113
S10,super,F05,famous,A,11,1041,TRUE,s007,0.47619,0.59524,0.57143,0.32586,0.012255,0.32178,<undefined>,0.5033,-0.16188,-0.18915,0.57143,0.02381,-0.077496,0.45238,0.52398
S11,super,F05,famous,A,40,1261,TRUE,s008,0.32692,0.52253,0.21154,0.24397,-0.20824,0.13188,0.5033,<undefined>,-0.34889,-0.30882,0.36538,-0.16318,-0.36699,0.2533,0.32502
S12,super,F05,famous,A,129,607,TRUE,s009,-0.26889,-0.13284,-0.026633,0.14365,0.375,-0.029412,-0.16188,-0.34889,<undefined>,-0.15517,-0.2933,-0.25592,0.30952,-0.27854,-0.23162
S13,super,F05,famous,A,41,1442,TRUE,s010,-0.26403,-0.298,-0.25566,-0.30392,-0.28127,-0.063049,-0.18915,-0.30882,-0.15517,<undefined>,-0.3128,-0.23842,0.17241,-0.26699,-0.097024
S14,super,F05,famous,A,104,714,TRUE,s011,0.70588,0.625,0.73333,0.5143,-0.083027,0.40758,0.57143,0.36538,-0.2933,-0.3128,<undefined>,0.083824,-0.35983,0.80572,0.26786
S15,super,F05,famous,A,104,771,TRUE,s012,0.015139,-0.062132,0.23333,-0.01348,-0.1875,0.049597,0.02381,-0.16318,-0.25592,-0.23842,0.083824,<undefined>,-0.23739,0.22654,-0.10714
S17,super,F05,famous,A,4,1229,TRUE,s013,-0.27276,-0.16526,-0.16935,0.05649,0.11905,-0.034663,-0.077496,-0.36699,0.30952,0.17241,-0.35983,-0.23739,<undefined>,-0.36391,-0.0056019
S90,super,F05,famous,A,82,900,TRUE,s014,0.61765,0.47929,0.7,0.47699,-0.088388,0.36808,0.45238,0.2533,-0.27854,-0.26699,0.80572,0.22654,-0.36391,<undefined>,0.21429
S91,super,F05,famous,A,119,1458,TRUE,s015,0.16071,0.28571,0.30357,0.11327,-0.10102,0.13113,0.52398,0.32502,-0.23162,-0.097024,0.26786,-0.10714,-0.0056019,0.21429,<undefined>
S01,super,F05,famous,B,62,1394,TRUE,s001,<undefined>,0.28,0.36343,0.02,0.06,0.3,0.18343,0.26343,0.22,-0.14627,0.14,0.16343,0.00058875,0.1,0.010294
S02,super,F05,famous,B,115,715,TRUE,s002,0.28,<undefined>,0.60447,0.083824,-0.11618,0.71144,0.41144,0.16,0.46431,-0.20556,0.41716,0.7,-0.066022,0.5,-0.097018
S03,super,F05,famous,B,85,933,TRUE,s003,0.36343,0.60447,<undefined>,0.4375,0.125,0.33395,0.15625,0.1,0.625,-0.068307,0.1875,0.41161,0.042893,0.1875,-0.017259
S04,super,F05,famous,B,34,869,TRUE,s004,0.02,0.083824,0.4375,<undefined>,-0.14286,-0.17752,-0.35523,-0.22,0.25,-0.28261,-0.3153,-0.08876,-0.1875,-0.14286,-0.30893
S07,super,F05,famous,B,130,981,TRUE,s005,0.06,-0.11618,0.125,-0.14286,<undefined>,-0.10609,-0.088562,0.06,0.125,0.090686,-0.059173,-0.16019,0.25,-0.046918,0.29167
S09,super,F05,famous,B,119,920,TRUE,s006,0.3,0.71144,0.33395,-0.17752,-0.10609,<undefined>,0.52288,0.22,0.19378,-0.39375,0.52451,0.6847,-0.33655,0.57143,-0.20833
S10,super,F05,famous,B,25,705,TRUE,s007,0.18343,0.41144,0.15625,-0.35523,-0.088562,0.52288,<undefined>,0.023431,0.14108,-0.21302,0.83333,0.47239,-0.014245,0.36667,-0.24643
S11,super,F05,famous,B,92,1351,TRUE,s008,0.26343,0.16,0.1,-0.22,0.06,0.22,0.023431,<undefined>,0.1,-0.15598,0.02,0.14,-0.22971,0.14,0.21716
